Chr	Start	Stop	gene_id	.	Strand	Length
1	9497824	9501245	tID=DHH00002B73v406126;Name=DHH00002B73v406126_Hip1_LCV5p12_LCV3p18	.	+	3422
1	9507924	9546546	tID=RLG00003B73v408333;Name=RLG00003B73v408333_huck_LTRsimilarity96.32	.	+	38623
1	9534167	9547106	tID=DHH00006B73v400986;Name=DHH00006B73v400986_NA_LCV5p18_LCV3p5	.	+	12940
1	9558496	9563619	tID=RLC00718B73v400003;Name=RLC00718B73v400003_anar_LTRsimilarity89.11	.	+	5124
1	9566515	9572010	tID=RLG00202B73v400003;Name=RLG00202B73v400003_kubi_LTRsimilarity98.74	.	+	5496
1	9594589	9605692	tID=DHH00029B73v400036;Name=DHH00029B73v400036_NA_LCV5p18_LCV3p7	.	+	11104
1	9602035	9602171	tID=DTH_1_9602035_9602171;Name=DTH,TSDlen3,TIRlen14	.	+	137
1	9630555	9635907	tID=RLG15431B73v400001;Name=RLG15431B73v400001_uvet_LTRsimilarity98.96	.	+	5353
1	9645023	9703312	tID=RLC00002B73v413444;Name=RLC00002B73v413444_ji_LTRsimilarity95.32	.	+	58290
1	9745159	9745517	tID=DTA_1_9745159_9745517;Name=DTA,TSDlen8,TIRlen11	.	+	359
1	9998264	10025054	tID=RLC00002B73v410366;Name=RLC00002B73v410366_ji_LTRsimilarity90.02	.	+	26791
1	10094785	10104179	tID=RLG00001B73v401000;Name=RLG00001B73v401000_cinful-zeon_LTRsimilarity98.81	.	+	9395
1	10106177	10106834	tID=DTA_1_10106177_10106834;Name=DTA,TSDlen8,TIRlen11	.	+	658
1	10135886	10153293	tID=DHH00005B73v402063;Name=DHH00005B73v402063_NA_LCV5p7_LCV3p5	.	+	17408
1	10153101	10153215	tID=DTH_1_10153101_10153215;Name=DTH,TSDlen3,TIRlen14	.	+	115
1	10351758	10357610	tID=RLC00052B73v400011;Name=RLC00052B73v400011_raider_LTRsimilarity97	.	+	5853
1	10502096	10503872	tID=RLX15427B73v400001;Name=RLX15427B73v400001_NA_LTRsimilarity88.38	.	+	1777
1	10507158	10509141	tID=RLC00064B73v400003;Name=RLC00064B73v400003_tuteh_LTRsimilarity92.16	.	+	1984
1	10515587	10515683	tID=RLX20602B73v4S0001;Name=RLX20602B73v4S0001_NA_SoloLTR	.	+	97
1	10517643	10522213	tID=RLC00176B73v400002;Name=RLC00176B73v400002_NA_LTRsimilarity95.69	.	+	4571
1	10523053	10523579	tID=RLG03684B73v4S0001;Name=RLG03684B73v4S0001_apil_SoloLTR	.	+	527
1	10541029	10541271	tID=DTM_1_10541029_10541271;Name=DTM,TSDlen9,TIRlen40	.	+	243
1	10562674	10562918	tID=DTA_1_10562674_10562918;Name=DTA,TSDlen8,TIRlen11	.	+	245
1	10672522	10683228	tID=DHH00003B73v402755;Name=DHH00003B73v402755_NA_LCV5p6_LCV3p5	.	+	10707
1	10685272	10696324	tID=DHH00003B73v400212;Name=DHH00003B73v400212_NA_LCV5p13_LCV3p5	.	+	11053
1	10688757	10689075	tID=DTH_1_10688757_10689075;Name=DTH,TSDlen3,TIRlen14	.	+	319
1	10751668	10751846	tID=DTH_1_10751668_10751846;Name=DTH,TSDlen3,TIRlen14	.	+	179
1	10759579	10770857	tID=DHH00014B73v400013;Name=DHH00014B73v400013_NA_LCV5p8_LCV3p5	.	+	11279
1	10850779	10867464	tID=DHH00002B73v406128;Name=DHH00002B73v406128_Hip1_LCV5p14_LCV3p45	.	+	16686
1	10853912	10853964	tID=DTC_1_10853912_10853964;Name=DTC,TSDlen3,TIRlen13	.	+	53
1	10876865	10892990	tID=DHH00006B73v400074;Name=DHH00006B73v400074_NA_LCV5p12_LCV3p5	.	+	16126
1	10991251	10991931	tID=DTA_1_10991251_10991931;Name=DTA,TSDlen8,TIRlen11	.	+	681
1	10993421	11009289	tID=DHH02552B73v400001;Name=DHH02552B73v400001_NA_LCV5p16_LCV3p8	.	+	15869
1	11069383	11069788	tID=DTA_1_11069383_11069788;Name=DTA,TSDlen8,TIRlen11	.	+	406
1	11111394	11130199	tID=DHH00011B73v400287;Name=DHH00011B73v400287_NA_LCV5p8_LCV3p5	.	+	18806
1	11147722	11160751	tID=DHH00002B73v406129;Name=DHH00002B73v406129_Hip1_LCV5p12_LCV3p13	.	+	13030
1	11209228	11219821	tID=RLG00005B73v400262;Name=RLG00005B73v400262_xilon-diguus_LTRsimilarity96.84	.	+	10594
1	11216901	11225332	tID=DHH00002B73v400417;Name=DHH00002B73v400417_Hip1_LCV5p8_LCV3p13	.	+	8432
1	11305687	11323316	tID=RLX15423B73v400001;Name=RLX15423B73v400001_NA_LTRsimilarity87.93	.	+	17630
1	11315538	11323201	tID=DHH00002B73v400418;Name=DHH00002B73v400418_Hip1_LCV5p9_LCV3p15	.	+	7664
1	11407765	11407880	tID=DTH_1_11407765_11407880;Name=DTH,TSDlen3,TIRlen14	.	+	116
1	11488405	11488710	tID=DHH00019B73v400153;Name=DHH00019B73v400153_NA_LCV5p12_LCV3p5	.	+	306
1	11495489	11496018	tID=DTA_1_11495489_11496018;Name=DTA,TSDlen8,TIRlen11	.	+	530
1	11551312	11552169	tID=DHH00002B73v406130;Name=DHH00002B73v406130_Hip1_LCV5p11_LCV3p51	.	+	858
1	11673560	11673858	tID=DTA_1_11673560_11673858;Name=DTA,TSDlen8,TIRlen11	.	+	299
1	11674170	11674377	tID=DTA_1_11674170_11674377;Name=DTA,TSDlen8,TIRlen11	.	+	208
1	11677378	11677607	tID=DTC_1_11677378_11677607;Name=DTC,TSDlen3,TIRlen13	.	+	230
1	11769091	11784969	tID=DHH00002B73v400419;Name=DHH00002B73v400419_Hip1_LCV5p25_LCV3p50	.	+	15879
1	11886698	11906432	tID=DHH00010B73v400031;Name=DHH00010B73v400031_NA_LCV5p7_LCV3p5	.	+	19735
1	11891338	11951385	tID=RLG00001B73v415795;Name=RLG00001B73v415795_cinful-zeon_LTRsimilarity97.16	.	+	60048
1	11936717	11951887	tID=DHH00001B73v406591;Name=DHH00001B73v406591_NA_LCV5p5_LCV3p10	.	+	15171
1	11952092	11963525	tID=DHH02544B73v400001;Name=DHH02544B73v400001_NA_LCV5p20_LCV3p5	.	+	11434
1	11974090	11974357	tID=DTA_1_11974090_11974357;Name=DTA,TSDlen8,TIRlen11	.	+	268
1	12057797	12077600	tID=DHH00003B73v400214;Name=DHH00003B73v400214_NA_LCV5p5_LCV3p6	.	+	19804
1	12105709	12132460	tID=RLG00008B73v402324;Name=RLG00008B73v402324_doke_LTRsimilarity88.51	.	+	26752
1	12147097	12148756	tID=RLX15418B73v400001;Name=RLX15418B73v400001_NA_LTRsimilarity89.58	.	+	1660
1	12153652	12170526	tID=RLC00070B73v400005;Name=RLC00070B73v400005_NA_LTRsimilarity99.18	.	+	16875
1	12160096	12169077	tID=DHH00004B73v402150;Name=DHH00004B73v402150_NA_LCV5p8_LCV3p10	.	+	8982
1	12169232	12187733	tID=DHH00003B73v400215;Name=DHH00003B73v400215_NA_LCV5p7_LCV3p6	.	+	18502
1	12184204	12206384	tID=RLG00003B73v408341;Name=RLG00003B73v408341_huck_LTRsimilarity95.35	.	+	22181
1	12279069	12288494	tID=DHH00002B73v400420;Name=DHH00002B73v400420_Hip1_LCV5p26_LCV3p13	.	+	9426
1	12286015	12286178	tID=RST00528B73v400001;Name=RST00528B73v400001_NA_TSDlen12_TSDmismat2	.	+	164
1	12329886	12330020	tID=DTH_1_12329886_12330020;Name=DTH,TSDlen3,TIRlen14	.	+	135
1	12334010	12349858	tID=DHH00001B73v400485;Name=DHH00001B73v400485_NA_LCV5p10_LCV3p7	.	+	15849
1	12367441	12372325	tID=DHH02534B73v400001;Name=DHH02534B73v400001_NA_LCV5p12_LCV3p9	.	+	4885
1	12394578	12394703	tID=DTH_1_12394578_12394703;Name=DTH,TSDlen3,TIRlen14	.	+	126
1	12429562	12441219	tID=DHH00010B73v400336;Name=DHH00010B73v400336_NA_LCV5p6_LCV3p5	.	+	11658
1	12441018	12441421	tID=DTH_1_12441018_12441421;Name=DTH,TSDlen3,TIRlen14	.	+	404
1	12443280	12447177	tID=DHH00002B73v406132;Name=DHH00002B73v406132_Hip1_LCV5p5_LCV3p5	.	+	3898
1	12449918	12467185	tID=DHH02533B73v400001;Name=DHH02533B73v400001_NA_LCV5p5_LCV3p6	.	+	17268
1	12451246	12462807	tID=RLG00008B73v400178;Name=RLG00008B73v400178_doke_LTRsimilarity98.73	.	+	11562
1	12493545	12500970	tID=RLG00001B73v401007;Name=RLG00001B73v401007_cinful-zeon_LTRsimilarity98.64	.	+	7426
1	12528058	12532124	tID=DHH00002B73v400421;Name=DHH00002B73v400421_Hip1_LCV5p24_LCV3p38	.	+	4067
1	12545726	12555201	tID=DHH00002B73v406133;Name=DHH00002B73v406133_Hip1_LCV5p11_LCV3p5	.	+	9476
1	12549485	12549744	tID=DTA_1_12549485_12549744;Name=DTA,TSDlen8,TIRlen11	.	+	260
1	12645918	12657298	tID=DHH00002B73v406134;Name=DHH00002B73v406134_Hip1_LCV5p6_LCV3p50	.	+	11381
1	12659165	12674870	tID=DHH00002B73v400422;Name=DHH00002B73v400422_Hip1_LCV5p15_LCV3p8	.	+	15706
1	12661417	12670881	tID=RLC00002B73v400767;Name=RLC00002B73v400767_ji_LTRsimilarity98.62	.	+	9465
1	12675039	12675576	tID=DTA_1_12675039_12675576;Name=DTA,TSDlen8,TIRlen11	.	+	538
1	12683813	12686409	tID=DHH00002B73v406135;Name=DHH00002B73v406135_Hip1_LCV5p15_LCV3p52	.	+	2597
1	13025097	13032862	tID=DHH00002B73v400424;Name=DHH00002B73v400424_Hip1_LCV5p24_LCV3p52	.	+	7766
1	13056111	13059218	tID=DHH00002B73v406137;Name=DHH00002B73v406137_Hip1_LCV5p9_LCV3p16	.	+	3108
1	13106395	13135882	tID=RLC00046B73v400163;Name=RLC00046B73v400163_machiavelli_LTRsimilarity85.45	.	+	29488
1	13142001	13142319	tID=DTH_1_13142001_13142319;Name=DTH,TSDlen3,TIRlen14	.	+	319
1	13146203	13157912	tID=RLG00722B73v400005;Name=RLG00722B73v400005_NA_LTRsimilarity99.73	.	+	11710
1	13146566	13151919	tID=RLC00318B73v400004;Name=RLC00318B73v400004_hesa_LTRsimilarity100	.	+	5354
1	13239134	13243638	tID=DTA_1_13239134_13243638;Name=DTA,TSDlen8,TIRlen11	.	+	4505
1	13243724	13254729	tID=DHH00280B73v400003;Name=DHH00280B73v400003_NA_LCV5p13_LCV3p5	.	+	11006
1	13255935	13256495	tID=DTA_1_13255935_13256495;Name=DTA,TSDlen8,TIRlen11	.	+	561
1	13260309	13266225	tID=RLX03391B73v400001;Name=RLX03391B73v400001_NA_LTRsimilarity95.17	.	+	5917
1	13324416	13418558	tID=RLX19022B73v400001;Name=RLX19022B73v400001_NA_LTRsimilarity94.64	.	+	94143
1	13422897	13436821	tID=DHH00002B73v406140;Name=DHH00002B73v406140_Hip1_LCV5p12_LCV3p15	.	+	13925
1	13458878	13461247	tID=RLX15412B73v400001;Name=RLX15412B73v400001_NA_LTRsimilarity85.45	.	+	2370
1	13472952	13535238	tID=RLC00391B73v400005;Name=RLC00391B73v400005_NA_LTRsimilarity85.46	.	+	62287
1	13480168	13483546	tID=DHH00002B73v400426;Name=DHH00002B73v400426_Hip1_LCV5p23_LCV3p49	.	+	3379
1	13483827	13512114	tID=RLX20759B73v400001;Name=RLX20759B73v400001_NA_LTRsimilarity86.11	.	+	28288
1	13484648	13510367	tID=RLC00002B73v410375;Name=RLC00002B73v410375_ji_LTRsimilarity95.9	.	+	25720
1	13516477	13527949	tID=DHH00001B73v406592;Name=DHH00001B73v406592_NA_LCV5p7_LCV3p7	.	+	11473
1	13528094	13534050	tID=DHH00002B73v400427;Name=DHH00002B73v400427_Hip1_LCV5p10_LCV3p5	.	+	5957
1	13534108	13542462	tID=DHH00004B73v400150;Name=DHH00004B73v400150_NA_LCV5p8_LCV3p10	.	+	8355
1	13572875	13576273	tID=DHH00002B73v400429;Name=DHH00002B73v400429_Hip1_LCV5p5_LCV3p13	.	+	3399
1	13591665	13595398	tID=DHH00002B73v406142;Name=DHH00002B73v406142_Hip1_LCV5p24_LCV3p50	.	+	3734
1	13616045	13631970	tID=RLX15410B73v400001;Name=RLX15410B73v400001_NA_LTRsimilarity94.58	.	+	15926
1	13650587	13693824	tID=RLX20758B73v400001;Name=RLX20758B73v400001_NA_LTRsimilarity95.07	.	+	43238
1	13655792	13677142	tID=RLX24721B73v400001;Name=RLX24721B73v400001_NA_LTRsimilarity85.96	.	+	21351
1	13658987	13666066	tID=RLC15409B73v400001;Name=RLC15409B73v400001_NA_LTRsimilarity100	.	+	7080
1	13666843	13674755	tID=DHH00002B73v406143;Name=DHH00002B73v406143_Hip1_LCV5p24_LCV3p38	.	+	7913
1	13687849	13692634	tID=RLX15408B73v400001;Name=RLX15408B73v400001_NA_LTRsimilarity90.06	.	+	4786
1	13762726	13772265	tID=RLX15407B73v400001;Name=RLX15407B73v400001_yemi_LTRsimilarity97.8	.	+	9540
1	13794739	13808775	tID=DHH00002B73v406144;Name=DHH00002B73v406144_Hip1_LCV5p29_LCV3p38	.	+	14037
1	13816327	13816493	tID=RST00409B73v400001;Name=RST00409B73v400001_NA_TSDlen15_TSDmismat2	.	+	167
1	13845631	13863020	tID=DHH00003B73v402757;Name=DHH00003B73v402757_NA_LCV5p10_LCV3p7	.	+	17390
1	13865485	13871011	tID=DHH02524B73v400001;Name=DHH02524B73v400001_NA_LCV5p10_LCV3p5	.	+	5527
1	13896345	13907143	tID=DHH00001B73v406593;Name=DHH00001B73v406593_NA_LCV5p11_LCV3p6	.	+	10799
1	13917594	13961646	tID=RLC00002B73v413448;Name=RLC00002B73v413448_ji_LTRsimilarity96.18	.	+	44053
1	14004823	14011977	tID=RLX15406B73v400001;Name=RLX15406B73v400001_NA_LTRsimilarity91.72	.	+	7155
1	14012008	14012523	tID=DTA_1_14012008_14012523;Name=DTA,TSDlen8,TIRlen11	.	+	516
1	14069502	14080329	tID=DHH00007B73v400789;Name=DHH00007B73v400789_NA_LCV5p7_LCV3p5	.	+	10828
1	14080232	14080309	tID=DTT_1_14080232_14080309;Name=DTT,TSDlen2,TIRlen12	.	+	78
1	14225662	14247501	tID=RLG00001B73v412841;Name=RLG00001B73v412841_cinful-zeon_LTRsimilarity95.36	.	+	21840
1	14310553	14310851	tID=DTH_1_14310553_14310851;Name=DTH,TSDlen3,TIRlen14	.	+	299
1	14323001	14323206	tID=DTA_1_14323001_14323206;Name=DTA,TSDlen8,TIRlen11	.	+	206
1	14324000	14324178	tID=DTH_1_14324000_14324178;Name=DTH,TSDlen3,TIRlen14	.	+	179
1	14335802	14345913	tID=RLG00010B73v400071;Name=RLG00010B73v400071_NA_LTRsimilarity98.2	.	+	10112
1	14354749	14368486	tID=DHH00010B73v400338;Name=DHH00010B73v400338_NA_LCV5p12_LCV3p5	.	+	13738
1	14488468	14491705	tID=RLX15404B73v400001;Name=RLX15404B73v400001_NA_LTRsimilarity88.87	.	+	3238
1	14494000	14510289	tID=DHH00035B73v400005;Name=DHH00035B73v400005_NA_LCV5p8_LCV3p5	.	+	16290
1	14552566	14576537	tID=RLG00309B73v400005;Name=RLG00309B73v400005_NA_LTRsimilarity91.39	.	+	23972
1	14584407	14584599	tID=DTA_1_14584407_14584599;Name=DTA,TSDlen8,TIRlen11	.	+	193
1	14586716	14588903	tID=RLX15403B73v400001;Name=RLX15403B73v400001_NA_LTRsimilarity86.52	.	+	2188
1	14611026	14611115	tID=DTA_1_14611026_14611115;Name=DTA,TSDlen8,TIRlen11	.	+	90
1	14617567	14627185	tID=DHH00002B73v406146;Name=DHH00002B73v406146_Hip1_LCV5p12_LCV3p12	.	+	9619
1	14752755	14770924	tID=DHH00004B73v400152;Name=DHH00004B73v400152_NA_LCV5p10_LCV3p10	.	+	18170
1	14829930	14837338	tID=RLC00002B73v400784;Name=RLC00002B73v400784_ji_LTRsimilarity85.42	.	+	7409
1	14836671	14836806	tID=DTH_1_14836671_14836806;Name=DTH,TSDlen3,TIRlen14	.	+	136
1	14872570	14881009	tID=RLC00002B73v400786;Name=RLC00002B73v400786_ji_LTRsimilarity92.81	.	+	8440
1	14991017	14991317	tID=DHH00002B73v406147;Name=DHH00002B73v406147_Hip1_LCV5p16_LCV3p17	.	+	301
1	15006120	15011749	tID=RLC00032B73v400025;Name=RLC00032B73v400025_ebel_LTRsimilarity96	.	+	5630
1	15013666	15013861	tID=DTM_1_15013666_15013861;Name=DTM,TSDlen9,TIRlen40	.	+	196
1	15066079	15075032	tID=DHH00007B73v400048;Name=DHH00007B73v400048_NA_LCV5p10_LCV3p5	.	+	8954
1	15078664	15119320	tID=RLG00003B73v411491;Name=RLG00003B73v411491_huck_LTRsimilarity90.04	.	+	40657
1	15126019	15131590	tID=DHH00002B73v406148;Name=DHH00002B73v406148_Hip1_LCV5p23_LCV3p24	.	+	5572
1	15155848	15156251	tID=DTH_1_15155848_15156251;Name=DTH,TSDlen3,TIRlen14	.	+	404
1	15161802	15181216	tID=DHH00002B73v400431;Name=DHH00002B73v400431_Hip1_LCV5p10_LCV3p5	.	+	19415
1	15162330	15162477	tID=DTH_1_15162330_15162477;Name=DTH,TSDlen3,TIRlen14	.	+	148
1	15165579	15174975	tID=RLG00001B73v401011;Name=RLG00001B73v401011_cinful-zeon_LTRsimilarity96.95	.	+	9397
1	15175948	15176105	tID=DTA_1_15175948_15176105;Name=DTA,TSDlen8,TIRlen11	.	+	158
1	15432368	15454890	tID=RLC24717B73v400001;Name=RLC24717B73v400001_NA_LTRsimilarity90.21	.	+	22523
1	15440875	15453578	tID=RLX15399B73v400001;Name=RLX15399B73v400001_NA_LTRsimilarity89.23	.	+	12704
1	15520176	15529071	tID=RLC00002B73v400789;Name=RLC00002B73v400789_ji_LTRsimilarity91.12	.	+	8896
1	15576412	15581515	tID=RLG00011B73v400083;Name=RLG00011B73v400083_milt_LTRsimilarity96.2	.	+	5104
1	15587211	15605037	tID=DHH02504B73v400001;Name=DHH02504B73v400001_NA_LCV5p5_LCV3p5	.	+	17827
1	15657779	15667291	tID=RLC00002B73v400790;Name=RLC00002B73v400790_ji_LTRsimilarity99.32	.	+	9513
1	15673372	15682265	tID=RLC00002B73v410381;Name=RLC00002B73v410381_ji_LTRsimilarity94.4	.	+	8894
1	15687489	15688049	tID=DHH00002B73v400432;Name=DHH00002B73v400432_Hip1_LCV5p14_LCV3p7	.	+	561
1	15756266	15759157	tID=DTH_1_15756266_15759157;Name=DTH,TSDlen3,TIRlen14	.	+	2892
1	15958809	15961615	tID=DHH00002B73v400433;Name=DHH00002B73v400433_Hip1_LCV5p5_LCV3p36	.	+	2807
1	15976977	16001566	tID=RLG00018B73v400329;Name=RLG00018B73v400329_puck_LTRsimilarity92.64	.	+	24590
1	16003703	16005774	tID=DHH02501B73v400001;Name=DHH02501B73v400001_NA_LCV5p6_LCV3p5	.	+	2072
1	16011039	16011164	tID=DTH_1_16011039_16011164;Name=DTH,TSDlen3,TIRlen14	.	+	126
1	16018915	16031300	tID=DHH00495B73v400002;Name=DHH00495B73v400002_NA_LCV5p5_LCV3p5	.	+	12386
1	16033995	16040138	tID=DHH00003B73v402760;Name=DHH00003B73v402760_NA_LCV5p22_LCV3p5	.	+	6144
1	16042550	16042816	tID=DHH02499B73v400001;Name=DHH02499B73v400001_NA_LCV5p9_LCV3p11	.	+	267
1	16136980	16141105	tID=DHH02498B73v400001;Name=DHH02498B73v400001_NA_LCV5p7_LCV3p8	.	+	4126
1	16138790	16138988	tID=DTH_1_16138790_16138988;Name=DTH,TSDlen3,TIRlen14	.	+	199
1	16139869	16140005	tID=DTH_1_16139869_16140005;Name=DTH,TSDlen3,TIRlen14	.	+	137
1	16280630	16284660	tID=DHH00273B73v400001;Name=DHH00273B73v400001_NA_LCV5p8_LCV3p5	.	+	4031
1	16308975	16354782	tID=RLG00406B73v400006;Name=RLG00406B73v400006_NA_LTRsimilarity94.06	.	+	45808
1	16406354	16425646	tID=DHH00007B73v400050;Name=DHH00007B73v400050_NA_LCV5p9_LCV3p5	.	+	19293
1	16439273	16444070	tID=RLC02080B73v400002;Name=RLC02080B73v400002_guwo_LTRsimilarity97.98	.	+	4798
1	16449023	16465893	tID=RLG00001B73v412844;Name=RLG00001B73v412844_cinful-zeon_LTRsimilarity96.83	.	+	16871
1	16622236	16631938	tID=RLX15392B73v400001;Name=RLX15392B73v400001_NA_LTRsimilarity90.95	.	+	9703
1	16623733	16638553	tID=DHH00002B73v406152;Name=DHH00002B73v406152_Hip1_LCV5p5_LCV3p7	.	+	14821
1	16636005	16706016	tID=RLG02710B73v400002;Name=RLG02710B73v400002_NA_LTRsimilarity89.62	.	+	70012
1	16696770	16704973	tID=RLC00004B73v400679;Name=RLC00004B73v400679_opie_LTRsimilarity94.31	.	+	8204
1	16699975	16704409	tID=DHH00003B73v400221;Name=DHH00003B73v400221_NA_LCV5p5_LCV3p6	.	+	4435
1	16718390	16733090	tID=DHH00010B73v400033;Name=DHH00010B73v400033_NA_LCV5p5_LCV3p5	.	+	14701
1	16732529	16742057	tID=RLC00002B73v400795;Name=RLC00002B73v400795_ji_LTRsimilarity98.65	.	+	9529
1	16742312	16744300	tID=DTA_1_16742312_16744300;Name=DTA,TSDlen8,TIRlen11	.	+	1989
1	16754620	16775439	tID=RLC00002B73v410385;Name=RLC00002B73v410385_ji_LTRsimilarity94.74	.	+	20820
1	16955216	16955747	tID=DTA_1_16955216_16955747;Name=DTA,TSDlen8,TIRlen11	.	+	532
1	16960560	16960738	tID=DTH_1_16960560_16960738;Name=DTH,TSDlen3,TIRlen14	.	+	179
1	16968660	16968905	tID=DTM_1_16968660_16968905;Name=DTM,TSDlen9,TIRlen40	.	+	246
1	16980504	16980639	tID=RST00470B73v400001;Name=RST00470B73v400001_NA_TSDlen12_TSDmismat2	.	+	136
1	17064363	17136839	tID=RLG00103B73v400038;Name=RLG00103B73v400038_NA_LTRsimilarity88.22	.	+	72477
1	17143408	17143845	tID=DTH_1_17143408_17143845;Name=DTH,TSDlen3,TIRlen14	.	+	438
1	17144670	17146075	tID=DHH00002B73v400434;Name=DHH00002B73v400434_Hip1_LCV5p12_LCV3p5	.	+	1406
1	17316312	17328938	tID=DHH00003B73v400222;Name=DHH00003B73v400222_NA_LCV5p8_LCV3p6	.	+	12627
1	17365837	17368378	tID=DHH00002B73v406154;Name=DHH00002B73v406154_Hip1_LCV5p20_LCV3p50	.	+	2542
1	17366953	17368187	tID=DTM_1_17366953_17368187;Name=DTM,TSDlen9,TIRlen40	.	+	1235
1	17378043	17388196	tID=DHH00002B73v406155;Name=DHH00002B73v406155_Hip1_LCV5p7_LCV3p38	.	+	10154
1	17383160	17390019	tID=RLX00920B73v400001;Name=RLX00920B73v400001_NA_LTRsimilarity87.92	.	+	6860
1	17391646	17406312	tID=RLG00007B73v400182;Name=RLG00007B73v400182_grande_LTRsimilarity98.89	.	+	14667
1	17479420	17532198	tID=RLC00093B73v400042;Name=RLC00093B73v400042_NA_LTRsimilarity93.73	.	+	52779
1	17525300	17534824	tID=DHH00004B73v402156;Name=DHH00004B73v402156_NA_LCV5p8_LCV3p10	.	+	9525
1	17543011	17548077	tID=RLG15390B73v400001;Name=RLG15390B73v400001_NA_LTRsimilarity86.18	.	+	5067
1	17549196	17550799	tID=DHH00002B73v406157;Name=DHH00002B73v406157_Hip1_LCV5p25_LCV3p21	.	+	1604
1	17573431	17608757	tID=RLC00002B73v410388;Name=RLC00002B73v410388_ji_LTRsimilarity96.41	.	+	35327
1	17605396	17611603	tID=DHH00007B73v400791;Name=DHH00007B73v400791_NA_LCV5p22_LCV3p5	.	+	6208
1	17617672	17622449	tID=DHH00002B73v400435;Name=DHH00002B73v400435_Hip1_LCV5p12_LCV3p50	.	+	4778
1	17710192	17719692	tID=RLX15389B73v400001;Name=RLX15389B73v400001_NA_LTRsimilarity96	.	+	9501
1	17727225	17735586	tID=RLC00004B73v400687;Name=RLC00004B73v400687_opie_LTRsimilarity91.62	.	+	8362
1	17775547	17775725	tID=DTH_1_17775547_17775725;Name=DTH,TSDlen3,TIRlen14	.	+	179
1	17778216	17789637	tID=RLX24710B73v400001;Name=RLX24710B73v400001_NA_LTRsimilarity88.77	.	+	11422
1	17802711	17805212	tID=RLX15388B73v400001;Name=RLX15388B73v400001_NA_LTRsimilarity86.02	.	+	2502
1	17825026	17826115	tID=DHH00002B73v400436;Name=DHH00002B73v400436_Hip1_LCV5p15_LCV3p34	.	+	1090
1	17827238	17832336	tID=DHH00002B73v400437;Name=DHH00002B73v400437_Hip1_LCV5p15_LCV3p50	.	+	5099
1	17917668	17917859	tID=RLC00161B73v4S0004;Name=RLC00161B73v4S0004_NA_SoloLTR	.	+	192
1	17941702	17943559	tID=DHH02476B73v400001;Name=DHH02476B73v400001_NA_LCV5p7_LCV3p7	.	+	1858
1	17949460	17950113	tID=DHH00002B73v406158;Name=DHH00002B73v406158_Hip1_LCV5p7_LCV3p50	.	+	654
1	17951178	17951463	tID=DTH_1_17951178_17951463;Name=DTH,TSDlen3,TIRlen14	.	+	286
1	17956667	17958185	tID=DTA_1_17956667_17958185;Name=DTA,TSDlen8,TIRlen11	.	+	1519
1	17985663	17986109	tID=DTA_1_17985663_17986109;Name=DTA,TSDlen8,TIRlen11	.	+	447
1	18007753	18015639	tID=DHH00002B73v406159;Name=DHH00002B73v406159_Hip1_LCV5p11_LCV3p51	.	+	7887
1	18023638	18028169	tID=DTM_1_18023638_18028169;Name=DTM,TSDlen9,TIRlen40	.	+	4532
1	18031304	18038610	tID=RLC00070B73v400006;Name=RLC00070B73v400006_NA_LTRsimilarity99.37	.	+	7307
1	18059762	18069036	tID=RLC00002B73v400802;Name=RLC00002B73v400802_ji_LTRsimilarity95.11	.	+	9275
1	18085280	18085774	tID=DTA_1_18085280_18085774;Name=DTA,TSDlen8,TIRlen11	.	+	495
1	18145915	18154491	tID=DHH00029B73v400037;Name=DHH00029B73v400037_NA_LCV5p10_LCV3p7	.	+	8577
1	18172540	18184883	tID=RLG00003B73v400676;Name=RLG00003B73v400676_huck_LTRsimilarity97.05	.	+	12344
1	18179098	18192075	tID=DHH00005B73v402069;Name=DHH00005B73v402069_NA_LCV5p7_LCV3p5	.	+	12978
1	18216438	18248847	tID=RLG00003B73v408352;Name=RLG00003B73v408352_huck_LTRsimilarity92.12	.	+	32410
1	18255708	18269800	tID=RLG00007B73v400185;Name=RLG00007B73v400185_grande_LTRsimilarity96.58	.	+	14093
1	18271283	18291875	tID=RLX15386B73v400001;Name=RLX15386B73v400001_NA_LTRsimilarity98.85	.	+	20593
1	18302927	18305146	tID=RLC00176B73v400003;Name=RLC00176B73v400003_NA_LTRsimilarity95.61	.	+	2220
1	18312729	18318137	tID=RLG00337B73v400001;Name=RLG00337B73v400001_bosohe_LTRsimilarity99.2	.	+	5409
1	18454344	18455259	tID=DTA_1_18454344_18455259;Name=DTA,TSDlen8,TIRlen11	.	+	916
1	18457817	18459361	tID=DTM_1_18457817_18459361;Name=DTM,TSDlen9,TIRlen40	.	+	1545
1	18504262	18511669	tID=RLG00001B73v401024;Name=RLG00001B73v401024_cinful-zeon_LTRsimilarity97.61	.	+	7408
1	18517048	18518253	tID=DHH00002B73v400438;Name=DHH00002B73v400438_Hip1_LCV5p11_LCV3p38	.	+	1206
1	18523812	18523986	tID=DTA_1_18523812_18523986;Name=DTA,TSDlen8,TIRlen11	.	+	175
1	18528914	18540225	tID=DHH00007B73v400051;Name=DHH00007B73v400051_NA_LCV5p5_LCV3p5	.	+	11312
1	18588734	18595520	tID=RLG00003B73v400677;Name=RLG00003B73v400677_huck_LTRsimilarity94.14	.	+	6787
